checklist_order,frontier_id,status,evidence_path,expected_output,next_step,checklist_goal,status_note,next_gate
195,wave56_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave56_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave56_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave56_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave56.,Verify the frontier status entry for wave56_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
196,wave57_exploration_baseline_closure_writeback,module_delivered,src/wave57_exploration_baseline_closure_writeback.py,results/tables/wave57_exploration_baseline_closure_writeback.json,Run python -m src.wave57_exploration_baseline_closure_writeback after Wave56 chain.,Verify the frontier status entry for wave57_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
197,wave57_demo_presentation_writeback,module_delivered,src/demo_wave57_presentation_writeback.py,results/tables/demo_wave57_presentation_writeback.json,Run python -m src.demo_wave57_presentation_writeback after Wave57 closure writeback.,Verify the frontier status entry for wave57_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
198,wave57_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave57_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave57_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave57_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave57.,Verify the frontier status entry for wave57_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
199,wave58_exploration_baseline_closure_writeback,module_delivered,src/wave58_exploration_baseline_closure_writeback.py,results/tables/wave58_exploration_baseline_closure_writeback.json,Run python -m src.wave58_exploration_baseline_closure_writeback after Wave57 chain.,Verify the frontier status entry for wave58_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
200,wave58_demo_presentation_writeback,module_delivered,src/demo_wave58_presentation_writeback.py,results/tables/demo_wave58_presentation_writeback.json,Run python -m src.demo_wave58_presentation_writeback after Wave58 closure writeback.,Verify the frontier status entry for wave58_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
201,wave58_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave58_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave58_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave58_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave58.,Verify the frontier status entry for wave58_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
202,wave59_exploration_baseline_closure_writeback,module_delivered,src/wave59_exploration_baseline_closure_writeback.py,results/tables/wave59_exploration_baseline_closure_writeback.json,Run python -m src.wave59_exploration_baseline_closure_writeback after Wave58 chain.,Verify the frontier status entry for wave59_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
203,wave59_demo_presentation_writeback,module_delivered,src/demo_wave59_presentation_writeback.py,results/tables/demo_wave59_presentation_writeback.json,Run python -m src.demo_wave59_presentation_writeback after Wave59 closure writeback.,Verify the frontier status entry for wave59_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
204,wave59_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave59_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave59_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave59_external_validation_narrow_slice_coordination_writeback after demo wave59.,Verify the frontier status entry for wave59_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
205,wave60_exploration_baseline_closure_writeback,module_delivered,src/wave60_exploration_baseline_closure_writeback.py,results/tables/wave60_exploration_baseline_closure_writeback.json,Run python -m src.wave60_exploration_baseline_closure_writeback after Wave59 chain.,Verify the frontier status entry for wave60_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
